,H,diameter,albedo,rot_per,diameter_sigma,epoch,e,a,q,i,om,w,ma,ad,n,tp,per,moid,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,rms,neo_flag,pha_flag,class_var
4717,13.1,5.944,0.485,46.35,0.094,2458600.5,0.1587611103008705,2.360546049612426,1.985783137859624,8.041913627314583,334.5527502601273,220.411889663171,194.2582444849657,2.735308961365228,0.2717598901265606,2459210.3830678724,1324.69879875336,0.993888,2.25545,3.521,3.5406e-08,8.1993e-09,8.2774e-08,4.318e-06,2.234e-05,2.5231e-05,1.1489e-05,9.501e-09,1.4159e-09,4.2868e-05,6.9019e-06,0.45226,0,0,S
4718,12.5,10.298,0.164,13.01,2.276,2458600.5,0.1734923313840482,2.701273316598924,2.232623111196656,7.453935241990411,1.675303741256147,115.8685982566383,131.9865993240016,3.169923522001191,0.2219991343448895,2458005.9634505063,1621.627944912243,1.26071,1.94642,3.333,3.795e-08,1.2342e-08,1.0213e-07,5.3487e-06,3.1139e-05,3.4703e-05,1.5124e-05,1.4483e-08,1.5214e-09,6.7221e-05,1.1113e-05,0.47849,0,0,C
4732,13.6,4.721,0.423,5.88,0.195,2458600.5,0.07331749015096325,2.185368360091682,2.025142636874433,4.715798284408229,43.04059639492524,157.9031231084053,176.8709187051906,2.34559408330893,0.3050823600489206,2458020.751899596,1180.009227482944,1.02252,2.6117,3.669,3.6788e-08,6.9283e-09,7.962e-08,3.73e-06,6.0241e-05,6.9432e-05,3.521e-05,7.4363e-09,1.4508e-09,0.00011518,5.6115e-06,0.49041,0,0,S
4743,11.9,19.189,0.251,4.0094,0.353,2458600.5,0.1836574886916754,2.798677903002631,2.284679747680283,10.16928229077537,348.2154423162257,186.0542609752961,347.663619432815,3.312676058324978,0.2105109521815244,2458659.1020843065,1710.124800013116,1.29067,1.66348,3.278,4.879e-08,1.842e-08,1.3337e-07,5.3507e-06,2.5935e-05,2.9013e-05,1.6623e-05,2.1803e-08,2.0783e-09,7.9296e-05,1.6883e-05,0.42217,0,0,D
4749,13.9,8.661,0.042,38.3,0.028,2458600.5,0.09050653700436212,2.183862875851996,1.986209009666245,4.905418722861316,294.9273283650086,140.4786161970097,307.2876149985738,2.381516742037748,0.3053978852384185,2458773.102324866,1178.790087950198,1.00421,2.79527,3.668,3.5365e-08,7.2792e-09,7.7249e-08,5.2499e-06,4.8728e-05,5.9545e-05,3.6062e-05,7.9381e-09,1.5269e-09,0.00011842,5.8937e-06,0.49479,0,0,X
4773,12.8,5.017,0.584,3.577,0.299,2458600.5,0.08591003953993413,2.236884550287831,2.044713710126336,3.630457304027046,285.8082363680782,237.1031464151519,156.8646466699495,2.429055390449327,0.2946040541225165,2458068.04077388,1221.979110478525,1.05586,2.55821,3.63,4.2326e-08,7.9629e-09,9.2989e-08,4.4927e-06,8.5482e-05,9.1918e-05,3.3215e-05,8.647e-09,1.5731e-09,0.00011262,6.525e-06,0.45289,0,0,S
4785,13.3,3.282,0.514,2.9227,0.197,2458600.5,0.193561064009181,2.358343354456578,1.901859905468982,7.256002921154296,115.7641784615863,118.3582403183835,192.6830977074592,2.814826803444174,0.2721407150464492,2459215.3176036943,1322.845058074294,0.902866,2.21571,3.517,4.4296e-08,8.2285e-09,1.0364e-07,3.9077e-06,3.6433e-05,3.7653e-05,8.9677e-06,9.8213e-09,1.4243e-09,3.33e-05,6.9233e-06,0.48343,0,0,X
4803,12.0,15.427,0.129,13.69,0.31,2458600.5,0.115958992727287,2.693507552127123,2.381171129479121,8.636292761466812,103.4651776257657,271.429987686756,263.6127661101633,3.005843974775124,0.2229599085340357,2459032.8074696413,1614.64005958293,1.40058,2.49964,3.345,4.3088e-08,1.43e-08,1.175e-07,4.0944e-06,3.2295e-05,3.6998e-05,2.0008e-05,1.5958e-08,1.7755e-09,9.119e-05,1.2858e-05,0.47304,0,0,C
4816,13.7,3.792,0.446,12.0,0.234,2458600.5,0.2095636994568285,2.346676213546001,1.854898064807958,2.160195970358644,163.3361564366243,252.713108238117,8.29492507547701,2.838454362284044,0.2741727682510079,2458570.245627444,1313.040687069317,0.86763,2.5163,3.53,3.0475e-08,7.6314e-09,7.1761e-08,3.9285e-06,9.3442e-05,9.3979e-05,9.6155e-06,9.2306e-09,1.3374e-09,3.5029e-05,6.405e-06,0.48418,0,0,S
4823,13.6,4.119,0.454,3.89,0.131,2458600.5,0.05613824127691541,2.288720799214026,2.160236038772255,6.473897824727421,40.3308200479217,41.31815349095994,118.3919975756524,2.417205559655798,0.2846523996680977,2458184.582207936,1264.700386927203,1.17961,2.69595,3.589,4.2419e-08,1.034e-08,9.9031e-08,5.1227e-06,3.9383e-05,7.1687e-05,5.5245e-05,1.092e-08,1.929e-09,0.00019507,8.5703e-06,0.50204,0,0,S
4837,13.0,10.251,0.143,5.199,0.189,2458600.5,0.1429639565904145,2.352833574169423,2.016463177207396,8.877320462928022,217.81101188604,40.55209988875797,115.4650813015512,2.68920397113145,0.2730972083480961,2458177.7015320114,1318.211936978629,1.01085,2.36192,3.527,3.5074e-08,8.7083e-09,8.1542e-08,3.8658e-06,2.4477e-05,2.7971e-05,1.2803e-05,9.9533e-09,1.5162e-09,4.6793e-05,7.3185e-06,0.471,0,0,X
4843,12.5,7.578,0.337,2.7232,0.263,2458600.5,0.218058671343108,2.554684586884478,1.997613460167732,5.957813739615355,248.1784868030566,355.5078841932562,263.7168812088487,3.111755713601224,0.2413782543919141,2458999.388951425,1491.435095953116,0.984447,1.91843,3.397,4.5551e-08,1.123e-08,1.1574e-07,5.0891e-06,3.9472e-05,4.0679e-05,1.1065e-05,1.3679e-08,1.5917e-09,4.6746e-05,9.8345e-06,0.48031,0,0,S
4852,13.1,6.239,0.414,7.946,0.166,2458600.5,0.2560943189820504,2.535157370077913,1.885917969875484,8.36745477507466,145.4932834245077,138.0333653820351,308.3559065515685,3.184396770280342,0.2441724657194429,2458812.0066221585,1474.367713571948,0.878608,2.03447,3.388,4.894e-08,9.9917e-09,1.2602e-07,3.808e-06,3.9703e-05,4.2274e-05,1.6965e-05,1.255e-08,1.4435e-09,7.0062e-05,8.7163e-06,0.52609,0,0,S
4908,13.4,5.324,0.327,5.054,0.086,2458600.5,0.246259102633148,2.273261792070096,1.713450383104692,2.40856540957536,114.1035523223991,235.160891409276,122.1377618369874,2.8330732010355,0.287560940289297,2458175.763032197,1251.908550715639,0.707637,2.59236,3.569,3.6354e-08,8.1439e-09,8.4643e-08,3.7098e-06,8.7011e-05,8.7256e-05,7.2085e-06,1.0149e-08,1.5453e-09,2.4251e-05,6.7274e-06,0.50891,0,0,S
4909,13.4,4.383,0.401,4.662,0.748,2458600.5,0.3247292479055608,2.441483212367363,1.648662205041256,4.996752109360631,180.0244437436369,155.0306588454664,84.05863723763093,3.234304219693469,0.2583589199047473,2458275.143951644,1393.410377055014,0.639941,2.17035,3.422,4.3831e-08,8.5762e-09,1.0512e-07,4.8128e-06,4.1092e-05,4.1511e-05,5.9778e-06,1.1361e-08,1.3613e-09,2.2398e-05,7.3419e-06,0.47312,0,0,S
4916,12.8,8.41,0.208,1.1,2.417,2458600.5,0.1085897939096372,2.741652247226679,2.44393679472844,3.712304171165537,180.6852191513979,198.0586756927428,359.5920686258801,3.039367699724917,0.2171128469705,2458602.378891,1658.123897426091,1.44529,2.41528,3.338,3.8322e-08,1.109e-08,1.0678e-07,4.4319e-06,5.1581e-05,5.4339e-05,1.7631e-05,1.2295e-08,1.3174e-09,8.1211e-05,1.0061e-05,0.46757,0,0,L
4922,14.3,3.367,0.366,3.143,0.033,2458600.5,0.2018463152368596,2.145125463866362,1.712139793264178,6.675301562100123,188.5030030873511,108.5789513718902,313.1784374667313,2.578111134468547,0.3137075901327765,2458749.7522463785,1147.565476014241,0.710568,2.65391,3.675,4.7906e-08,8.197e-09,1.0203e-07,4.2987e-06,3.6535e-05,3.7826e-05,9.4453e-06,9.8515e-09,1.7981e-09,3.0369e-05,6.5776e-06,0.51999,0,0,S
4943,13.3,11.125,0.061,3.573,0.083,2458600.5,0.06262088560973506,2.743546463742347,2.571743154471344,4.492269828104109,279.4034118358898,85.36002388068165,338.3988612719345,2.915349773013349,0.2168880351702624,2458700.0958062466,1659.842599050663,1.57327,2.39962,3.342,4.509e-08,1.555e-08,1.2428e-07,4.5419e-06,6.2533e-05,7.2444e-05,3.759e-05,1.6523e-08,1.8439e-09,0.00017351,1.4111e-05,0.53676,0,0,C
4944,13.0,7.441,0.265,22.501,0.204,2458600.5,0.3177233825157411,2.57082209054538,1.754011800091113,4.899316674480243,193.8238929214452,137.5829542983928,251.7203169749955,3.387632380999646,0.2391090639526194,2459053.346417593,1505.589098334372,0.746661,2.01836,3.352,4.3073e-08,1.0934e-08,1.088e-07,4.8089e-06,4.3253e-05,4.4006e-05,1.0455e-05,1.4408e-08,1.5255e-09,4.5043e-05,9.6054e-06,0.4995,0,0,S
4950,13.3,5.192,0.218,118.0,0.043,2458600.5,0.1669066441089824,2.256337197204169,1.879739527640554,7.532575924600257,101.0311482369565,340.2525520717705,253.1586390236045,2.632934866767784,0.2908024554567743,2458967.901852947,1237.953783555694,0.897542,2.59098,3.593,4.7669e-08,8.4134e-09,1.0707e-07,4.7776e-06,3.3542e-05,3.6087e-05,1.5207e-05,9.8177e-09,1.6265e-09,5.3357e-05,6.9241e-06,0.46058,0,0,S
4956,14.9,3.499,0.132,2.892,0.095,2458600.5,0.2189361747429581,1.565445458723553,1.222712818221883,35.01196255347583,254.900794843902,97.46587468662524,224.0978145656287,1.908178099225223,0.5032075659340011,2458870.571824501,715.4105470012275,0.425231,3.60246,4.201,2.4929e-07,2.1128e-08,4.0079e-07,1.392e-05,2.0561e-05,8.9708e-05,0.0001542,2.5754e-08,1.0187e-08,0.00031164,1.4483e-05,0.54445,1,1,S
4996,13.0,9.86,0.316,3.4342,0.16,2458600.5,0.3299596373388625,2.87117268398325,1.923801586438888,32.73294818272887,10.72656374123861,57.71857929244778,218.8680206119442,3.818543781527611,0.2025886468298902,2459297.143082406,1776.99987454028,1.05815,2.18241,2.992,4.1633e-08,2.0915e-08,1.2114e-07,1.3435e-05,1.3198e-05,2.7015e-05,2.2738e-05,2.7816e-08,2.2136e-09,0.000116,1.9417e-05,0.47969,0,0,B
5007,12.8,7.206,0.298,13.52,0.139,2458600.5,0.06102529332292721,2.214620719559246,2.079472840549111,5.269880807147012,142.4091638668223,41.88897646366817,178.6896427837455,2.349768598569381,0.2990577322486564,2458002.9911463074,1203.78094655206,1.08571,2.61148,3.646,4.5396e-08,7.8221e-09,1.0168e-07,5.1572e-06,4.0323e-05,5.2213e-05,3.3693e-05,8.2994e-09,1.5844e-09,0.00011193,6.3777e-06,0.44981,0,0,S
5012,12.7,10.086,0.158,8.356,0.396,2458600.5,0.06745308244992637,2.761607749673784,2.575328794440682,3.700659547048222,45.30859628454353,15.474469595228,312.4981134542314,2.947886704906886,0.2147638024977063,2458821.6819961895,1676.260132355614,1.58764,2.26934,3.335,3.7754e-08,1.2799e-08,1.0449e-07,4.1495e-06,6.476e-05,7.3452e-05,3.4652e-05,1.3662e-08,1.493e-09,0.0001617,1.1653e-05,0.48258,0,0,S
5080,12.6,17.581,0.033,10.26,0.088,2458600.5,0.1136614705249507,2.31892384905614,2.05535155433704,13.19839036747921,83.26488911935975,163.3982927947099,146.2888526077995,2.582496143775239,0.2791093229339733,2458076.3725682464,1289.817180650617,1.04358,2.46104,3.535,3.6747e-08,9.4765e-09,8.5152e-08,4.0138e-06,1.7581e-05,2.497e-05,1.8419e-05,1.0554e-08,1.7109e-09,6.578e-05,7.9064e-06,0.4233,0,0,C
5086,13.1,13.132,0.051,14.5,0.093,2458600.5,0.00525175668887938,2.743958894628764,2.729548290149887,4.908208060846862,190.8922193266128,144.633420666829,1.013216382412284,2.758369499107641,0.2168391379563994,2458595.827336237,1660.216893466835,1.71999,2.22386,3.343,3.8472e-08,1.3413e-08,1.0495e-07,4.2615e-06,4.5198e-05,0.00038941,0.00038752,1.3484e-08,1.59e-09,0.0017871,1.2173e-05,0.49065,0,0,X
5090,12.6,17.255,0.071,13.62,5.392,2458600.5,0.0120673072629243,2.783083531651408,2.749499207536586,3.198517589028952,270.0051510333986,316.445862341704,159.6066105006137,2.81666785576623,0.2122827532560091,2457848.6414149166,1695.851379720173,1.73831,2.16264,3.33,3.4788e-08,1.3206e-08,9.5263e-08,3.8521e-06,7.576e-05,0.00019862,0.00018384,1.3365e-08,1.511e-09,0.00086617,1.207e-05,0.47019,0,0,C
5107,13.8,4.617,0.301,8.769,0.177,2458600.5,0.1096693050801883,2.304720519497989,2.051963421720594,6.429316084325742,327.4300773399767,78.57060199122064,310.7226792397641,2.557477617275384,0.2816933996707317,2458775.4324649344,1277.9852152049,1.07177,2.77273,3.572,3.2055e-08,8.0615e-09,7.3386e-08,5.3204e-06,2.9747e-05,3.8908e-05,2.5828e-05,8.9456e-09,1.478e-09,9.2027e-05,6.7053e-06,0.50502,0,0,S
5110,12.7,6.447,0.425,2.839,0.129,2458600.5,0.1264203002599094,2.355231538895334,2.057482460566577,5.804320778622658,247.2378368515394,99.53224339146188,280.0298495553677,2.65298061722409,0.2726802361247468,2458893.7744652894,1320.227696426469,1.05947,2.74056,3.537,4.4872e-08,8.3361e-09,1.058e-07,3.9579e-06,4.4465e-05,4.6824e-05,1.5945e-05,9.39e-09,1.4477e-09,5.8937e-05,7.0092e-06,0.45548,0,0,R
5132,12.0,22.674,0.081,6.6645,0.117,2458600.5,0.2254261790505648,2.710974088150064,2.099849557953306,12.01881834639707,87.6168478147788,279.758154381788,154.8174939485146,3.322098618346822,0.2208086202763083,2457899.361186874,1630.371131115782,1.13833,2.27393,3.295,4.9701e-08,1.4814e-08,1.3359e-07,5.1627e-06,2.4585e-05,2.6816e-05,1.2812e-05,1.8153e-08,1.8099e-09,5.6219e-05,1.3363e-05,0.47155,0,0,B
5141,12.8,6.15,0.388,3.803,0.24,2458600.5,0.276352068386994,2.539174727708255,1.837468539710096,6.290018520300502,205.3352193862516,192.8475209737389,26.54550154693263,3.240880915706413,0.2435932184480019,2458491.5252850386,1477.873654667634,0.84487,2.18618,3.384,5.5527e-08,7.9349e-09,1.4481e-07,4.9028e-06,2.6375e-05,2.7421e-05,8.3817e-06,1.0128e-08,1.1418e-09,3.4015e-05,6.9275e-06,0.48132,0,0,S
5142,14.0,4.843,0.227,2.7063,0.378,2458600.5,0.7721004573053457,1.833626498707433,0.417882640528224,9.028976155307896,309.4901811172159,227.802388512664,331.911755645236,3.249370356886641,0.3969517848746975,2458671.2598389154,906.9111507173052,0.0584024,1.80312,3.583,3.1942e-08,4.9282e-09,5.8323e-08,3.7311e-06,2.9974e-05,2.8974e-05,2.6974e-06,8.7333e-09,1.6003e-09,6.8566e-06,3.6562e-06,0.37701,1,1,O
5183,13.7,4.075,0.352,15.642,0.262,2458600.5,0.03303774771189872,2.156359301764185,2.085118047176294,4.000335358138903,331.9949560883393,193.9745638016098,188.2364808501675,2.227600556352076,0.3112593341644408,2459152.3341148254,1156.591820664273,1.09221,2.74194,3.697,4.1777e-08,8.2322e-09,8.9641e-08,4.6896e-06,5.6011e-05,8.4812e-05,6.3851e-05,8.5042e-09,1.7824e-09,0.00020544,6.6232e-06,0.48986,0,0,S
5194,13.9,4.339,0.283,5.33756,0.134,2458600.5,0.1313116116623161,2.162485515648596,1.878526057392364,3.895697478276831,210.796404872189,130.9177539515946,259.2555946546439,2.446444973904828,0.3099375980608514,2458925.547383653,1161.524133413848,0.872381,2.91463,3.681,4.1379e-08,8.3052e-09,9.1171e-08,3.7993e-06,7.1407e-05,7.3259e-05,1.8189e-05,9.3958e-09,1.7855e-09,5.9589e-05,6.6914e-06,0.50034,0,0,S
5207,12.6,8.081,0.27,3.866,0.121,2458600.5,0.04615741165260327,2.605218085697929,2.484967962071562,15.90369387599457,124.5453066082118,21.97915755888572,78.9737976558,2.725468209324295,0.2343893891771385,2458263.5658156797,1535.905704877843,1.50368,2.32326,3.357,4.2168e-08,1.3465e-08,1.1262e-07,4.7796e-06,1.6023e-05,5.1814e-05,4.9346e-05,1.4087e-08,1.8172e-09,0.00021019,1.1908e-05,0.45437,0,0,S
5221,11.5,17.989,0.202,19.4,0.093,2458600.5,0.1428350437764729,2.774742055461812,2.378411652501504,34.54038049180244,220.6543375103242,331.2366726716315,342.5306365836247,3.171072458422121,0.2132407242922578,2458682.4232042767,1688.232870127569,1.39728,1.86749,3.066,5.0186e-08,1.549e-08,1.3874e-07,5.9478e-06,6.9599e-06,1.775e-05,1.7974e-05,1.7703e-08,1.7857e-09,8.4509e-05,1.4137e-05,0.44532,0,0,B
5229,13.2,5.681,0.288,89.3,1.424,2458600.5,0.3735360257911475,2.40052687181463,1.503843604312138,20.67323231520762,195.3005302304473,266.2550328502571,164.4222962899371,3.297210139317122,0.2649989883989342,2457980.0361360307,1358.495751908493,0.676054,2.39545,3.347,3.5647e-08,1.0384e-08,8.3835e-08,4.5849e-06,1.1105e-05,1.2786e-05,9.777e-06,1.4263e-08,1.7195e-09,3.4731e-05,8.8149e-06,0.50922,0,0,S
5233,12.1,14.125,0.154,12.067,0.183,2458600.5,0.1636556146530386,2.75968079359151,2.308043537070106,35.85272366722359,223.2242013554582,176.5756944127036,147.4748341544609,3.211318050112914,0.2149887810438041,2457914.534744332,1674.505982368679,1.3167,2.20828,3.05,6.0466e-08,1.5992e-08,1.6366e-07,7.3411e-06,8.827e-06,1.9043e-05,1.6737e-05,1.8609e-08,1.8688e-09,7.5919e-05,1.4555e-05,0.45756,0,0,B
5239,12.5,7.021,0.393,5.673,0.152,2458600.5,0.1010059678667255,2.382184321893128,2.141569488823373,5.615260061170627,241.9327982910492,186.5918729035438,271.3169146221851,2.622799154962882,0.2680655659782064,2458931.3260986605,1342.955029253059,1.15539,2.62277,3.524,3.3084e-08,9.2011e-09,7.8313e-08,3.6078e-06,3.8124e-05,4.2548e-05,2.0042e-05,1.0131e-08,1.5531e-09,7.5462e-05,7.7807e-06,0.46753,0,0,V
5252,14.3,2.449,0.528,3.053,0.409,2458600.5,0.2246522104469139,1.973991341812086,1.530529823470931,28.77359907013451,71.26846886690184,69.24859379570306,339.1941076188275,2.417452860153241,0.3553744566633643,2458659.0463923784,1013.015970196804,0.68191,3.03039,3.688,5.5476e-08,7.6946e-09,1.0814e-07,1.0728e-05,1.5449e-05,3.0569e-05,2.672e-05,9.4232e-09,2.0779e-09,7.5379e-05,5.9231e-06,0.50264,0,0,S
5260,16.1,1.878,0.182,2.6902,0.231,2458600.5,0.0646906899322201,1.523537590547471,1.424978892677283,20.28298853648806,245.0425789204597,95.55363895678124,54.1362539011081,1.622096288417659,0.524112252637783,2458497.2086656936,686.8757564589853,0.49812,3.52631,4.428,4.6473e-08,3.8485e-09,6.9798e-08,5.2302e-06,1.3939e-05,5.161e-05,5.3805e-05,4.0974e-09,1.9859e-09,0.0001024,2.6026e-06,0.44384,0,0,S
5293,12.1,12.655,0.21,3.556,0.179,2458600.5,0.1302767401759028,2.867370662036283,2.493818959310176,17.77891028649939,127.8957905815365,317.2371168744161,331.0101110035981,3.240922364762391,0.202991717366501,2458743.313161899,1773.471374450323,1.53679,1.97048,3.216,4.0887e-08,1.7402e-08,1.219e-07,4.9188e-06,1.9538e-05,3.1426e-05,2.5839e-05,1.9669e-08,1.8479e-09,0.00012765,1.6145e-05,0.46563,0,0,X
5317,13.5,6.267,0.215,8.062,0.116,2458600.5,0.1325366702314056,2.289908224687678,1.986411413452064,3.309764670781591,107.631400074266,54.44760169227198,336.3251069008994,2.593405035923292,0.2844310198206143,2458683.735974452,1265.684735184811,0.997354,2.38566,3.585,4.3162e-08,7.4381e-09,9.8228e-08,3.5448e-06,7.9121e-05,8.0144e-05,1.3907e-05,8.4239e-09,1.3858e-09,4.9019e-05,6.1668e-06,0.50051,0,0,S
5328,13.0,10.516,0.057,24.46,0.086,2458600.5,0.2695675198642595,2.607777068278903,1.904805071624069,13.41290484750186,141.9808391593796,256.4517188771342,12.54467184997337,3.310749064933737,0.2340444682844978,2458546.9004770466,1538.169231850395,0.961449,2.29677,3.322,4.4879e-08,1.4166e-08,1.2291e-07,4.3527e-06,1.6477e-05,1.79e-05,8.6737e-06,1.7984e-08,1.907e-09,3.6835e-05,1.2533e-05,0.4915,0,0,C
5329,12.3,14.903,0.147,14.44,0.359,2458600.5,0.1572909362352486,2.764541267589702,2.329703983349537,33.73720380410634,307.6664926324733,20.68722261351758,290.4831414893989,3.199378551829867,0.2144220570281893,2458924.70572526,1678.931752588644,1.32811,2.13751,3.079,7.3718e-08,1.54e-08,2.0361e-07,7.9918e-06,7.9193e-06,1.5841e-05,1.5084e-05,1.7822e-08,1.7916e-09,7.1561e-05,1.4028e-05,0.45521,0,0,B
5332,13.1,13.918,0.029,3.8022,0.032,2458600.5,0.1678946319314305,2.345308770115348,1.951544017391276,10.97226122564042,208.4011965741653,308.870063853447,226.7055921164491,2.739073522839421,0.274412589804174,2459086.244506032,1311.893161523321,0.979082,2.30055,3.518,4.4058e-08,7.8778e-09,1.019e-07,4.6422e-06,1.9335e-05,2.2082e-05,1.0598e-05,9.2004e-09,1.3826e-09,3.9362e-05,6.6099e-06,0.45058,0,0,C
5363,13.3,12.248,0.092,19.0,0.075,2458600.5,0.1997040714934495,2.457863351376097,1.967018032931756,3.113846965532979,281.2117166748791,77.68341993368824,349.0082916414911,2.948708669820439,0.2557805241237561,2458643.47320289,1407.456651491646,0.965319,2.51297,3.462,4.0818e-08,1.0556e-08,1.0007e-07,3.4164e-06,8.1598e-05,8.1933e-05,9.2659e-06,1.2665e-08,1.6479e-09,3.6359e-05,9.0675e-06,0.50177,0,0,C
5396,12.7,11.455,0.101,54.048,0.141,2458600.5,0.1862364826211449,2.529465847949325,2.058387025516931,12.393387591,218.5063505137335,138.9435337797673,240.7087364585454,3.00054467038172,0.2449970436304455,2459087.408991936,1469.405486145479,1.07229,2.52638,3.395,5.1712e-08,9.3721e-09,1.3103e-07,5.5048e-06,1.6003e-05,1.9121e-05,1.0284e-05,1.1117e-08,1.3616e-09,4.2899e-05,8.1666e-06,0.47288,0,0,S
5400,12.1,9.56,0.299,3.949,0.2,2458600.5,0.150923720435451,2.795600914117969,2.373678423306537,10.06572517355203,46.91635882626898,14.81303955228424,256.7359895663935,3.2175234049294,0.2108585973291288,2459090.2310887086,1707.305296345477,1.38731,2.14606,3.288,3.5487e-08,1.1867e-08,9.9984e-08,3.8934e-06,2.0562e-05,2.4057e-05,1.2449e-05,1.3658e-08,1.3426e-09,6.0163e-05,1.0871e-05,0.49355,0,0,S
5437,11.6,28.072,0.056,26.0,0.197,2458600.5,0.2764059819100506,2.745714795585134,1.986782801466471,26.56737047516064,298.4859422829126,238.4615621298778,257.2574555450086,3.504646789703797,0.2166311663357612,2459074.774067729,1661.810745375522,1.09742,1.9366,3.144,6.1113e-08,1.623e-08,1.6516e-07,6.1931e-06,1.2993e-05,1.5435e-05,1.3028e-05,2.0716e-08,1.9207e-09,6.2849e-05,1.4734e-05,0.41416,0,0,C
5447,12.8,6.406,0.272,2.9546,0.064,2458600.5,0.1445992559267958,2.221657050967247,1.900407094472863,4.841611666023741,321.1686858826715,206.3051254163631,230.600683632318,2.54290700746163,0.2976381146509228,2459035.253850391,1209.522511665607,0.909346,2.43986,3.631,4.3218e-08,6.3227e-09,9.5369e-08,4.1647e-06,4.227e-05,4.3509e-05,1.067e-05,7.2369e-09,1.2706e-09,3.6467e-05,5.1633e-06,0.41996,0,0,S
5466,12.9,10.351,0.101,16.085,0.118,2458600.5,0.1691539709142357,2.807525358058697,2.332621295300657,8.755003081076712,339.02511734,141.4553013534274,225.5719030680355,3.282429420816737,0.2095166505193103,2459242.1105669825,1718.240526982939,1.35569,1.80719,3.284,3.9341e-08,1.5871e-08,1.0841e-07,5.6071e-06,2.6455e-05,3.1076e-05,1.785e-05,1.8555e-08,1.7766e-09,8.824e-05,1.457e-05,0.51423,0,0,X
5491,12.3,13.398,0.222,3.315,0.188,2458600.5,0.1358902631873594,2.783534435167597,2.405279208181594,17.59039100726417,191.2039935762194,192.5283358671372,288.7810055944124,3.1617896621536,0.2122311739605363,2458936.072729852,1696.263528500016,1.40922,2.29924,3.251,5.2638e-08,1.4296e-08,1.4212e-07,5.2149e-06,1.3019e-05,1.8984e-05,1.4742e-05,1.6239e-08,1.635e-09,7.0453e-05,1.3068e-05,0.4888,0,0,L
